"FUNCHAL/MADEIRA I. airport"
"GRACIOSA airport"
"HORTA airport"
"LAJES airport"
"MADEIRA airport"
"PONTA DELGADA airport"
"PICO airport"
"PORTIMAO airport"
"SANTA MARIA OAC/FIC airport"
"PORTO airport"
"PORTO SANTO airport"
"LISBOA airport"
"SAO JORGE airport"
"VILA REAL airport"
"VISEU airport"
"ARAD airport"
"BACAU/GEORGE ENESCU airport"
"BAIA MARE airport"
"BUCURESTI/BANEASA-AUREL VLAICU airport"
"CONSTANTA/MIHAIL KOGALNICEANU airport"
"CLUJ NAPOCA/AVRAM IANCU airport"
"CRAIOVA airport"
"IASI airport"
"ORADEA airport"
"BUCURESTI/HENRI COANDA airport"
"SIBIU airport"
"SATU MARE airport"
"SUCEAVA/STEFAN CEL MARE airport"
"TULCEA/DELTA DUNARII airport"
"TARGU MURES/TRANSILVANIA airport"
"TIMISOARA/TRAIAN VUIA airport"
"LJUBLJANA/BRNIK airport"
"BRATISLAVA/M.R.STEFANIK airport"
"KOSICE airport"
"Unknown airport - SLOVAKIA"
"ENONTEKIO airport"
"HALLI airport"
"HERNESAARI airport"
"HELSINKI-MALMI airport"
"HELSINKI-VANTAA airport"
"HANKO airport"
"HYVINKAA airport"
"IMMOLA airport"
"IVALO airport"
"JOENSUU airport"
"JYVASKYLA airport"
"KAUHAVA airport"
"KEMI-TORNIO airport"
"KAJAANI airport"
"KOKKOLA-PIETARSAARI airport"
"KUUSAMO airport"
"KITTILA airport"
"KUOPIO airport"
"LIEKSA-NURMES airport"
"LAPPEENRANTA airport"
"MARIEHAMN airport"
"MIKKELI airport"
"OULU airport"
"PORI airport"
"PYHASALMI airport"
"ROVANIEMI airport"
"SAVONLINNA airport"
"SEINAJOKI airport"
"SODANKYLA airport"
"TAMPERE-PIRKKALA airport"
"TURKU airport"
"UTTI airport"
"VAASA airport"
"VARKAUS airport"
"Unknown airport - FINLAND"
"ANGELHOLM airport"
"RONNEBY airport"
"GOTEBORG/LANDVETTER airport"
"JONKOPING airport"
"GOTEBORG/SAVE airport"
"STOCKHOLM/SKAVSTA airport"
"KALMAR airport"
"MALMO airport"
"HALMSTAD airport"
"VAXJO/KRONOBERG airport"
"SUNDSVALL-TIMRA airport"
"ORNSKOLDSVIK airport"
"KIRUNA airport"
"SKELLEFTEA airport"
"UMEA airport"
"ARE OSTERSUND airport"
"OREBRO airport"
"KARLSTAD airport"
"STOCKHOLM/VASTERAS airport"
"LULEA/KALLAX airport"
"OESTERSUND airport"
"STOCKHOLM/ARLANDA airport"
"STOCKHOLM/BROMMA airport"
"LINKOPING/SAAB airport"
"NORRKOPING/KUNGSANGEN airport"
"KARLSTAD airport"
"VISBY airport"
"ANGELHOLM airport"
"SOUTH MARSTON airport"
"BELFAST/ALDERGROVE airport"
"BELFAST/CITY airport"
"LONDONDERRY/EGLINTON airport"
"BIRMINGHAM airport"
"COVENTRY airport"
"GLOUCESTERSHIRE airport"
"MANCHESTER airport"
"MANCHESTER WOODFORD airport"
"DONCASTER SHEFFIELD airport"
"NEWQUAY airport"
"LYNEHAM airport"
"CAMPBELTOWN airport"
"LERWICK/TINGWALL airport"
"HAVERFORDWEST airport"
"CARDIFF airport"
"SWANSEA airport"
"BRISTOL airport"
"LIVERPOOL airport"
"LONDON LUTON airport"
"PLYMOUTH airport"
"BOURNEMOUTH airport"
"SOUTHAMPTON airport"
"BEMBRIDGE airport"
"PENZANCE airport"
"NEWQUAY airport"
"CHICHESTER/GOODWOOD airport"
"ALDERNEY airport"
"GUERNSEY airport"
"JERSEY airport"
"SHOREHAM airport"
"BIGGIN HILL airport"
"LONDON GATWICK airport"
"REDHILL airport"
"LONDON/CITY airport"
"FARNBOROUGH airport"
"BLACKBUSHE airport"
"LONDON HEATHROW airport"
"SOUTHEND airport"
"LYDD airport"
"MANSTON airport"
"CARLISLE airport"
"RETFORD/GAMSTON airport"
"BLACKPOOL airport"
"HUMBERSIDE airport"
"LEEDS BRADFORD airport"
"HAWARDEN airport"
"ISLE OF MAN airport"
"NEWCASTLE airport"
"DURHAM TEES VALLEY airport"
"EAST MIDLANDS airport"
"KIRKWALL airport"
"SUMBURGH airport"
"WICK airport"
"ABERDEEN/DYCE airport"
"INVERNESS airport"
"GLASGOW airport"
"EDINBURGH airport"
"ISLAY airport"
"PRESTWICK airport"
"BENBECULA airport"
"SCATSTA airport"
"DUNDEE airport"
"STORNOWAY airport"
"BARRA airport"
"TIREE airport"
"UNST airport"
"CAMBRIDGE airport"
"NORWICH airport"
"LONDON STANSTED airport"
"SHEFFIELD CITY airport"
"CRANFIELD airport"
"EXETER airport"
"BRISTOL FILTON airport"
"OLD WARDEN airport"
"OXFORD/KIDLINGTON airport"
"MILDENHALL airport"
"BRIZE NORTON airport"
"MIDDLE WALLOP airport"
"NORTHOLT airport"
"ALCONBURY airport"
"WADDINGTON airport"
"KEFLAVIK airport"
"ALESUND/VIGRA airport"
"ANDOYA/ANDENES airport"
"NY-ALESUND/HAMNERABBEN airport"
"ALTA airport"
"BARENTSBURG airport"
"BERGEN/GRONNEVIKSOREN airport"
"BJORNOYA airport"
"FORDE/BRINGELAND airport"
"BOMOEN airport"
"BRONNOYSUND/BRONNOY airport"
"BODO airport"
"BERGEN/FLESLAND airport"
"BATSFJORD airport"
"BERLEVAG airport"
"KRISTIANSAND/KJEVIK airport"
"GEILO/DAGALI airport"
"DOKKA/THOMLEVOLD airport"
"BARDUFOSS airport"
"EGGEMOEN airport"
"EKOFISK airport"
"HARSTAD/NARVIK/EVENES airport"
"FROYA/FLATVAL airport"
"STATFJORD B airport"
"FORDE/SENTRALSJUKEHUSET airport"
"FAGERNES/LEIRIN airport"
"FEDJE airport"
"FLORO airport"
"FRIGG airport"
"FYRESDAL airport"
"GULLKNAPP airport"
"OSLO/GARDERMOEN airport"
"HAMAR/STAFSBERG airport"
"HAUGESUND/KARMOY airport"
"HAMMERFEST airport"
"HASVIK airport"
"HORNMOEN airport"
"HOPEN airport"
"HOKKSUND airport"
"HATTFJELLDAL/VOLLEN airport"
"HONNINGSVAG/VALAN airport"
"ISFJORD airport"
"JAN MAYEN airport"
"JARLSBERG airport"
"KAUTOKEINO airport"
"KRISTIANSUND/KVERNBERGET airport"
"KJELLER airport"
"GOL/KLANTEN airport"
"KIRKENES/HOYBUKTMOEN airport"
"FARSUND/LISTA airport"
"LEKNES airport"
"LUNDE airport"
"MEHAMN airport"
"MOLDE/ARO airport"
"MOSJOEN/KJAERSTAD airport"
"LAKSELV/BANAK airport"
"NARVIK/FRAMNES airport"
"NAMSOS airport"
"NOTODDEN/TUVEN airport"
"OSEBERG A airport"
"ORLAND airport"
"OPPDAL/FAGERHAUG airport"
"ORSTA-VOLDA/HOVDEN airport"
"AASEGARDEN airport"
"TANA BRU (TANA BRIDGE) airport"
"HAMMERFEST, FUGLENES airport"
"HATTFJELLDAL airport"
"REGIONSYKEHUSET TC airport"
"MO I RANA/ROSSVOLL airport"
"ROGNAN airport"
"RINGEBU/FRYA airport"
"RAKKESTAD airport"
"RORVIK/RYUM airport"
"ROROS airport"
"ROST airport"
"REINSVOLL airport"
"MOSS/RYGGE airport"
"SVEA airport"
"SVALBARD/LONGYEAR airport"
"SANDANE/ANDA airport"
"SOGNDAL/HAUKASEN airport"
"SVOLVAER/HELLE airport"
"STOKMARKNES/SKAGEN airport"
"SLEIPNER A airport"
"SKIEN/GEITERYGGEN airport"
"STORD/SORSTOKKEN airport"
"SORKJOSEN airport"
"VARDO/SVARTNES airport"
"SANDNESSJOEN/STOKKA airport"
"TROMSO/LANGNES airport"
"SANDEFJORD/TORP airport"
"TRYSIL/SAETERASEN airport"
"TYNSET airport"
"KONGSVINGER airport"
"KRISTIN airport"
"OS/VAKSINEN airport"
"RAKKESTAD/RYGGE airport"
"OST ADER/GULLKNALL airport"
"TRONDHEIM/VAERNES airport"
"VADSO airport"
"VALLE/ARAKSOYENE airport"
"VALHALL A airport"
"VAEROY airport"
"GUDRUN airport"
"ELDFISK airport"
"VALLHALL PH airport"
"YME airport"
"EKOFISK A airport"
"ALBUSKJELL F airport"
"SOGN OG FJORDANE airport"
"MANDAL airport"
"ROGALAND/ORRE airport"
"HORDALAND airport"
"STAVANGER/SOLA airport"
"Unknown airport - NORWAY"
"LES EPLATURES airport"
"GENEVA airport"
"SAANEN airport"
"LAUSANNE-LA BLECHERETTE airport"
"SION airport"
"BUOCHS airport"
"LUGANO airport"
"BERN-BELP airport"
"GRENCHEN airport"
"ZURICH airport"
"LOCARNO airport"
"BASEL airport"
"ST. GALLEN-ALTENRHEIN airport"
"SAMEDAN airport"
"PODGORICA airport"
"TIVAT airport"
"SKOPJE airport"
"ANKARA/ESENBOGA airport"
"ADANA airport"
"ANTALYA airport"
"GAZIANTEP airport"
"KASTAMONU airport"
"KONYA airport"
"AMASYA/MERZIFON airport"
"SIVAS/NURI DEMIRAG airport"
"ZONGULDAK/CAYCUMA airport"
"MALATYA airport"
"KAYSERI airport"
"TOKAT airport"
"DENIZLI/CARDAK airport"
"KAPADOKYA airport"
"ISTANBUL/ATATURK airport"
"BALIKESIR/MERKEZ airport"
"CANAKKALE airport"
"IZMIR/ADNAN MENDERES airport"
"USAK airport"
"KOCAELI/CENGIZ TOPEL airport"
"BURSA/YENISEHIR airport"
"MUGLA/DALAMAN airport"
"TEKIRDAG/CORLU airport"
"ESKISEHIR/HASAN POLATKAN airport"
"ZAFER airport"
"ELAZIG airport"
"AGRI airport"
"DIYARBAKIR airport"
"ERZINCAN airport"
"ERZURUM airport"
"KARS/HARAKANI airport"
"TRABZON airport"
"VAN/FERIT MELEN airport"
"BATMAN airport"
"MUS airport"
"SIIRT airport"
"SINOP airport"
"KAHRAMANMARAS airport"
"AGRI/AHMED-I HANI airport"
"ADIYAMAN airport"
"MARDIN airport"
"SANLIURFA/GAP airport"
"IGDIR airport"
"BINGOL airport"
"SIRNAK/SERAFETTIN ELCI airport"
"HAKKARI/YUKSEKOVA SELAHADDIN EYYUBI airport"
"HATAY airport"
"ISPARTA/S.DEMIREL airport"
"BALIKESIR/KOCA SEYIT airport"
"MUGLA/MILAS-BODRUM airport"
"GAZIPASA-ALANYA airport"
"SAMSUN/CARSAMBA airport"
"ISTANBUL/SABIHA GOKCEN airport"
"GOKCEADA airport"

"UNIT"
"Tonne"

"TRA_MEAS"
"Freight and mail on board"

"TRA_COV"
"Total transport"

"AIRCRAFT"
"OTHER CANADAIR aircraft"
"Aerospatiale AS332"
"Aerospatiale ATR 42 - all models"
"Aerospatiale ATR 72 - all models"
"Other Aerospatiale models"
"Airbus A300 - all models"
"Airbus A310 - all models"
"Airbus A318 - all models"
"Airbus A319 - all models"
"Airbus A320 - all models"
"Airbus A321 - all models"
"Airbus A330 - all models"
"Airbus A340 - all models"
"Other Airbus models"
"Antonov An-32"
"Other Antonov models"
"BAe-Avroliner RJ 100"
"BAe-Avroliner RJ 85"
"Other Avroliner models"
"BAe 146 - all models"
"Other BAe models"
"Boeing 717 - all models"
"Boeing 727 - all models"
"Boeing 737 - all models"
"Boeing 747 - all models"
"Boeing 757 - all models"
"Boeing 767 - all models"
"Boeing 777 - all models"
"Boeing MD-11"
"Boeing MD-80"
"Boeing MD-81"
"Boeing MD-82"
"Boeing MD-83"
"Boeing MD-87"
"Boeing MD-88"
"Boeing MD-90"
"Other Boeing models"
"Britten-Norman BN-2"
"Other Britten-Norman models"
"Canadair CL-600 regional jet - all models"
"Other Canadair models"
"De Havilland Canada Dash 8 - all models"
"Other de Havilland models"
"Dornier 328"
"Other Dornier models"
"Douglas DC-10 - all models"
"Douglas DC-8 - all models"
"Douglas DC-9 - all models"
"Other Douglas models"
"Embraer 120"
"Embraer 135"
"Embraer 145"
"Embraer 170"
"Other Embraer models"
"Fokker 50"
"Fokker 70"
"Fokker 100"
"Other Fokker models"
"Lockheed L-1011 TriStar"
"Other Lockheed models"
"Saab 2000"
"Saab 340"
"Other Saab models"
"Tupolev Tu-134"
"Tupolev Tu-154"
"Other Tupolev models"
"Other"
"Unknown"

"No footnotes available"

"Available flags:"
"b","break in time series"
"c","confidential"
"d","definition differs, see metadata"
"e","estimated"
"f","forecast"
"i","see metadata (phased out)"
"n","not significant"
"p","provisional"
"r","revised"
"s","Eurostat estimate (phased out)"
"u","low reliability"
"z","not applicable"

"Special value:"
":","not available"

